1.112 12 3.375 0.053 3.23954 0.0682511
1.112 17 1.968 0.559 5.04735 -1.33666
1.358 12 3.379 0.041 3.22218 0.066388
1.605 17 1.94 0.563 5.03951 -1.34618
1.87 17 1.957 0.557 5.03624 -1.35132
2.132 12 3.303 0.051 3.16863 0.0623093
2.132 17 1.908 0.567 5.03093 -1.35799
2.611 12 3.27 0.051 3.13797 0.0664578
2.611 17 1.888 0.571 5.0241 -1.36055
3.093 12 3.231 0.043 3.10464 0.0689263
3.332 12 3.201 0.051 3.09034 0.0636704
3.811 12 3.198 0.057 3.05762 0.0693181
4.29 12 3.136 0.057 3.02539 0.0711519
4.529 12 3.129 0.057 3.00973 0.0705757
5.456 12 3.065 0.055 2.94756 0.0706097
5.934 12 3.036 0.058 2.91346 0.0728519
6.174 12 3.033 0.06 2.89937 0.074139
6.413 12 3.033 0.05 2.88533 0.0761805
6.651 12 2.993 0.065 2.8655 0.0749717
8.083 12 2.944 0.051 2.77127 0.07974
8.903 12 2.821 0.15 2.72025 0.155
9.186 12 2.825 0.154 2.69998 0.164307
9.659 12 2.785 0.159 2.66713 0.168516
9.895 12 2.78 0.145 2.65396 0.166447
10.133 12 2.727 0.163 2.63705 0.178605
10.366 12 2.705 0.219 2.62425 0.249509
10.839 12 2.654 0.259 2.59463 0.271108
11.311 12 2.618 0.261 2.56609 0.267218
11.788 12 2.576 0.256 2.53284 0.266297
12.025 12 2.556 0.276 2.51658 0.319132
12.265 12 2.497 0.348 2.50532 0.350633
12.503 12 2.489 0.349 2.49131 0.353432
12.744 12 2.454 0.357 2.47445 0.365188
12.984 12 2.462 0.359 2.46211 0.362503
13.217 12 2.436 0.361 2.44581 0.365623
13.456 12 2.412 0.365 2.43191 0.37187
13.929 12 2.307 0.453 2.40462 0.463319
14.641 12 2.27 0.465 2.36149 0.470419
14.88 12 2.25 0.467 2.34701 0.466923
15.119 12 2.232 0.47 2.33196 0.478001
15.354 12 2.171 0.513 2.3209 0.539081
15.594 12 2.113 0.554 2.30752 0.5558
15.837 12 2.109 0.554 2.29357 0.567706
16.11 12 2.09 0.559 2.27866 0.565522
16.358 12 2.087 0.559 2.26385 0.577183
16.602 12 2.049 0.564 2.25018 0.57341
17.346 13 1.594 -0.094 1.47268 -0.0892547
17.599 13 1.586 -0.091 1.45667 -0.0861906
17.839 13 1.56 -0.093 1.43876 -0.0909605
18.077 15 4.084 -0.195 3.96245 -0.146496
18.78 15 4.065 -0.106 3.91905 -0.0856458
18.78 13 1.496 -0.065 1.38101 -0.0296599
19.279 15 3.993 -0.103 3.88539 -0.0694816
19.518 13 1.453 -0.011 1.32936 -0.0160943
19.758 15 3.973 -0.102 3.85316 -0.0710412
19.995 13 1.413 -0.011 1.29693 -0.00615238
20.236 13 1.389 0.044 1.28378 0.0652477
20.715 13 1.374 0.083 1.25248 0.0744169
21.654 13 1.25 0.335 1.20383 0.389156
21.886 13 1.184 0.466 1.19283 0.493573
22.116 15 3.458 0.506 3.72183 0.500691
23.772 11 4.688 -0.096 1.60767 2.79784
24.24 11 4.677 -0.018 1.63834 2.87115
24.241 16 3.249 0.346 3.28429 0.367822
24.482 11 4.677 -0.016 1.65371 2.86549
24.482 16 3.231 0.348 3.26974 0.361808
24.72 11 4.658 -0.016 1.66919 2.8731
24.72 16 3.219 0.35 3.25392 0.367435
26.008 11 4.541 -0.013 1.75348 2.88409
26.008 19 6.06 0.564 6.6193 0.557414
26.774 11 4.51 -0.016 1.80172 2.8995
26.774 18 6.329 0.303 6.53879 0.316223
26.774 16 3.078 0.375 3.12478 0.387181
27.012 11 4.53 -0.011 1.819 2.89007
27.013 16 3.051 0.376 3.10903 0.378561
27.251 16 3.027 0.379 3.09411 0.389817
27.738 16 3.037 0.372 3.06472 0.393235
27.985 16 3.044 0.343 3.05041 0.338385
28.252 11 4.393 -0.129 1.89486 2.79216
28.253 16 3.074 0.273 3.03502 0.277919
28.489 18 6.473 0.155 6.43041 0.151991
28.489 16 3.095 0.236 3.01907 0.23097
28.964 16 3.076 0.197 2.9889 0.213743
30.173 16 3.007 0.195 2.90876 0.212579
31.121 16 2.915 0.211 2.84549 0.220816
32.056 18 6.329 0.123 6.18849 0.138108
32.291 16 2.838 0.213 2.76382 0.228782
32.759 16 2.811 0.214 2.73203 0.228047
35.096 16 2.611 0.304 2.58621 0.313781
35.569 18 6.06 0.219 5.97426 0.230234
35.569 16 2.595 0.324 2.57011 0.33554
35.569 19 5.585 0.498 6.05357 0.505087
36.067 20 4.142 0.444 4.38189 0.441743
36.799 16 2.525 0.348 2.51759 0.382548
37.045 20 3.973 0.514 4.34475 0.522543
37.292 16 2.453 0.41 2.49331 0.423572
37.292 20 3.973 0.521 4.33088 0.527718
37.536 11 3.812 -0.07 2.43141 2.97952
37.536 18 5.813 0.3 5.88089 0.308472
37.536 16 2.416 0.414 2.48 0.423358
37.778 11 3.781 -0.068 2.44871 2.9868
37.778 18 5.813 0.299 5.86382 0.315058
37.778 16 2.416 0.418 2.46358 0.431809
38.253 11 3.768 -0.033 2.47952 3.03501
38.254 16 2.362 0.452 2.43548 0.483683
